Permit Number	Permit Type	Permit Subtype	Status	Description	Site Address	Site APN	Applied Date	Issued Date	Finaled Date
2009-653660	DEMOLITION	NULL	FINALED	Demo	364 BELLEVUE CT	18948001	5/27/2009	5/27/2009	6/11/2009
2009-653661	SFD	NULL	ISSUED	SFD-Cancel	225 DEL MONTE AV	16718025	5/27/2009	8/14/2009	NULL
2009-653673	SFD	NULL	FINALED	SFD	97 PEPPER DR	17041006	6/1/2009	7/30/2009	6/28/2010
2009-653649	SFD	NULL	FINALED	SFD	229 DEL MONTE AV	16718090	6/1/2009	8/20/2009	6/7/2010
2009-653677	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	800 NASH RD	33602054	6/2/2009	6/2/2009	7/2/2009
2009-653695	PHOTOVOLTAIC	NULL	FINALED	PV	1201 CARMEL TR	19343018	6/4/2009	6/4/2009	7/28/2009
2009-653701	SFD	NULL	ISSUED	SFD-Cancel	1039 ECHO DR	18946021	6/5/2009	4/1/2010	NULL
2009-653705	DEMOLITION	NULL	FINALED	Demo	1621 HAVENHURST DR	19703004	6/8/2009	6/8/2009	6/18/2009
2009-653706	SFD	NULL	FINALED	New SFD	1086 LOS ALTOS AV	16710103	6/8/2009	10/2/2009	10/1/2010
2009-653712	SFD	NULL	FINALED	SFD	1555 KATHY LN	19716063	6/8/2009	12/28/2009	8/29/2011
2009-653719	SFD	NULL	FINALED	SFD	121 PEPPER DR	17041004	6/9/2009	9/18/2009	1/13/2011
2009-653729	PHOTOVOLTAIC	NULL	FINALED	PV	1062 EASTWOOD DR	19345024	6/10/2009	6/10/2009	7/13/2009
2009-653737	DEMOLITION	NULL	FINALED	Demo	1676 KENSINGTON AV	31801020	6/10/2009	6/10/2009	7/15/2009
2009-653739	DEMOLITION	NULL	FINALED	Residential Demolition	969 SHERWOOD AV	17001066	6/10/2009	6/10/2009	10/14/2010
2009-653749	DEMOLITION	NULL	FINALED	Demo	97 PEPPER DR	17041006	6/11/2009	6/11/2009	7/30/2009
2009-653793	DEMOLITION	NULL	ISSUED	Demo	425 PANCHITA WY	17017002	6/23/2009	6/23/2009	NULL
2009-653806	SFD	NULL	FINALED	SFD-09	354 SOLANA DR	17021017	6/24/2009	9/15/2009	6/18/2010
2009-653807	DEMOLITION	NULL	FINALED	Demo	803 NASH RD	33602057	6/25/2009	6/25/2009	7/7/2009
2009-653815	SFD	NULL	FINALED	SFD	744 PANCHITA WY	17011052	6/25/2009	9/3/2009	5/27/2010
2009-653816	DEMOLITION	NULL	ISSUED	demo	1098 ST JOSEPH AV	34226010	6/25/2009	6/25/2009	NULL
2009-653819	DEMOLITION	SWIMMING POOL	FINALED	Demo	1720 EVEMARIE AV	31821044	6/26/2009	6/26/2009	8/11/2009
2009-653836	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1170 BUCKINGHAM DR	19344004	6/30/2009	6/30/2009	8/20/2009
2009-653839	DEMOLITION	NULL	FINALED	Demo	510 TYNDALL ST	17038049	7/1/2009	7/1/2009	7/10/2009
2009-653842	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	100 MT HAMILTON AV	16736024	7/1/2009	7/1/2009	7/24/2009
2009-653865	SFD	NULL	FINALED	New SFD	943 LORAINE AV	18915119	7/6/2009	1/4/2010	9/4/2015
2009-653874	DEMOLITION	NULL	FINALED	Demo	420 PACO DR	18953004	7/7/2009	7/7/2009	7/9/2009
2009-653875	PHOTOVOLTAIC	NULL	FINALED	PV	905 RUSSELL AV	18909022	7/7/2009	7/7/2009	5/27/2010
2009-653876	SFD	NULL	FINALED	SFD	132 HAWTHORNE AV	17041021	7/8/2009	12/2/2009	7/14/2011
2009-653880	SFD	NULL	FINALED	New SFD	1099 PARMA WY	18945005	7/8/2009	9/16/2009	3/12/2010
2009-653887	DEMOLITION	NULL	FINALED	Demo	943 LORAINE AV	18915119	7/9/2009	7/9/2009	12/28/2009
2009-653891	PHOTOVOLTAIC	NULL	FINALED	PV	235 MARVIN AV	17027007	7/10/2009	7/10/2009	10/14/2009
2009-653895	PHOTOVOLTAIC	NULL	FINALED	PV	337 S GORDON WY	17036025	7/13/2009	7/13/2009	8/10/2009
2009-653898	PHOTOVOLTAIC	NULL	FINALED	PV	355 MARIPOSA AV	16735018	7/14/2009	7/14/2009	9/14/2009
2009-653899	PHOTOVOLTAIC	NULL	FINALED	PV	1112 S SPRINGER RD	18944009	7/14/2009	7/14/2009	10/1/2009
2009-653905	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1479 HOLT AV	31812019	7/14/2009	7/14/2009	8/10/2009
2009-653922	PHOTOVOLTAIC	NULL	ISSUED	PV-Cancel	641 GIRALDA DR	18937007	7/20/2009	7/20/2009	NULL
2009-653931	DEMOLITION	NULL	FINALED	Demo	267 LOUCKS AV	16713011	7/21/2009	7/21/2009	8/10/2009
2009-653932	PHOTOVOLTAIC	NULL	FINALED	PV	751 ALVINA CT	18918063	7/21/2009	7/21/2009	8/19/2009
2009-653935	DEMOLITION	SWIMMING POOL	ISSUED	Pool Demo	175 LARSENS LANDING	16711051	7/21/2009	7/21/2009	NULL
2009-653942	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	390 COVINGTON RD	18947019	7/22/2009	7/22/2009	8/7/2009
2009-653958	PHOTOVOLTAIC	NULL	FINALED	PV	1128 MIGUEL AV	31803025	7/27/2009	7/27/2009	5/3/2010
2009-653973	DEMOLITION	NULL	FINALED	Demo	789 MANOR WY	18916027	8/3/2009	8/3/2009	8/26/2009
2009-653979	DEMOLITION	NULL	FINALED	Demo	466 LA PRENDA RD	18949013	8/3/2009	8/3/2009	8/14/2009
2009-653987	PHOTOVOLTAIC	NULL	FINALED	PV	810 ARROYO RD	18929013	8/4/2009	8/4/2009	9/1/2009
2009-653999	SFD	NULL	FINALED	SFD	756 RAYMUNDO AV	18929041	8/5/2009	10/9/2009	7/20/2010
2009-654006	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1050 NOTTINGHAM WY	34210104	8/7/2009	8/7/2009	9/1/2009
2009-654020	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1310 HARWALT DR	19705051	8/11/2009	8/11/2009	11/30/2009
2009-654022	DEMOLITION	NULL	FINALED	Demolition	273 ANGELA DR	17024037	8/11/2009	8/11/2009	8/14/2009
2009-654051	PHOTOVOLTAIC	NULL	FINALED	PV	970 CROOKED CREEK DR	34210037	8/18/2009	8/18/2009	9/16/2009
2009-654054	DEMOLITION	NULL	FINALED	Demo-Barn/Shed	228 PASA ROBLES AV	16718035	8/18/2009	8/18/2009	8/31/2009
2009-654063	DEMOLITION	NULL	FINALED	Demo	756 RAYMUNDO AV	18929041	8/20/2009	8/20/2009	9/2/2009
2009-654064	SFD	NULL	FINALED	New SFD	1511 BEN ROE DR	31809050	8/21/2009	4/6/2010	3/29/2012
2009-654070	DEMOLITION	NULL	ISSUED	Demo	382 N AVALON DR	17022087	8/24/2009	8/24/2009	NULL
2009-654071	DEMOLITION	NULL	FINALED	Demo	676 KINGSWOOD WY	16723056	8/24/2009	8/24/2009	8/26/2009
2009-654072	DEMOLITION	NULL	ISSUED	Demo	270 ALVARADO AV	17017017	8/24/2009	8/24/2009	NULL
2009-654078	DEMOLITION	NULL	FINALED	Demo	1728 HAWKINS DR	19705025	8/25/2009	8/25/2009	10/20/2009
2009-654098	DEMOLITION	NULL	ISSUED	Demo	514 TORWOOD LN	16744024	8/27/2009	8/27/2009	NULL
2009-654103	PHOTOVOLTAIC	NULL	ISSUED	PV-canceled	1207 CARMEL TR	19343017	8/27/2009	8/27/2009	NULL
2009-654104	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	306 VERANO DR	17021043	8/27/2009	8/27/2009	1/13/2010
2009-654106	PHOTOVOLTAIC	NULL	FINALED	photovoltaic	1936 COLLEEN DR	31813008	8/27/2009	8/27/2009	9/16/2009
2009-654107	PHOTOVOLTAIC	NULL	FINALED	photovoltaic	1952 FALLEN LEAF LN	31823027	8/27/2009	8/27/2009	3/12/2010
2009-654108	PHOTOVOLTAIC	NULL	FINALED	photovoltaic	148 GARLAND WY	16730030	8/28/2009	8/28/2009	11/13/2009
2009-654115	DEMOLITION	NULL	FINALED	Demo-MainHouse	228 PASA ROBLES AV	16718035	8/31/2009	8/31/2009	8/31/2009
2009-654116	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	112 LOCKHART LN	16735026	8/31/2009	8/31/2009	9/25/2009
2009-654119	DEMOLITION	NULL	FINALED	Demo	744 PANCHITA WY	17011052	8/31/2009	8/31/2009	9/3/2009
2009-654153	PHOTOVOLTAIC	NULL	FINALED	PV	809 ARROYO RD	18929086	9/8/2009	9/8/2009	10/9/2009
2009-654155	DEMOLITION	NULL	FINALED	Demo	1086 LOS ALTOS AV	16710103	9/9/2009	9/9/2009	10/1/2009
2009-654159	DEMOLITION	NULL	FINALED	Demo	1099 PARMA WY	18945005	9/9/2009	9/9/2009	9/16/2009
2009-654160	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	1654 NEWCASTLE DR	31819034	9/9/2009	9/9/2009	11/6/2009
2009-654166	SFD	NULL	FINALED	New SFD	284 FRANCES DR	17026018	9/10/2009	12/22/2009	9/14/2011
2009-654187	DEMOLITION	SWIMMING POOL	ISSUED	Pool Demo	170 N EL MONTE AV	17033014	9/15/2009	9/15/2009	NULL
2009-654191	DEMOLITION	SWIMMING POOL	ISSUED	Pool Demo	1615 CHRISTINA DR	31821027	9/15/2009	9/15/2009	NULL
2009-654226	DEMOLITION	NULL	FINALED	Demo	1811 NEWCASTLE DR	31817011	9/21/2009	9/21/2009	9/22/2009
2009-654227	DEMOLITION	NULL	FINALED	Demo 	1507 RICHARDSON AV	31808039	9/21/2009	9/21/2009	9/24/2009
2009-654233	PHOTOVOLTAIC	NULL	FINALED	PV	1060 AUTUMN LN	19340039	9/22/2009	9/22/2009	11/20/2009
2009-654239	DEMOLITION	NULL	FINALED	Demo 	465 ROSITA AV	18950030	9/23/2009	9/23/2009	9/28/2009
2009-654249	DEMOLITION	NULL	FINALED	Demo	1511 BEN ROE DR	31809050	9/25/2009	9/25/2009	3/19/2010
2009-654253	DEMOLITION	NULL	ISSUED	Demo	50 ELEANOR AV	17042025	9/29/2009	9/29/2009	NULL
2009-654254	DEMOLITION	NULL	FINALED	Demo 	965 LEONELLO AV	18920010	9/29/2009	9/29/2009	10/7/2009
2009-654274	DEMOLITION	NULL	ISSUED	Demo	924 ST JOSEPH AV	34211005	10/1/2009	10/1/2009	NULL
2009-654296	PHOTOVOLTAIC	NULL	FINALED	PV	1665 CANDACE WY	31820007	10/6/2009	10/6/2009	11/4/2009
2009-654318	DEMOLITION	NULL	FINALED	Demo	171 N AVALON DR	17030015	10/13/2009	10/13/2009	11/12/2009
2009-654336	DEMOLITION	NULL	FINALED	Demo	351 RICHELIEU CT	17023025	10/15/2009	10/15/2009	11/4/2009
2009-654350	PHOTOVOLTAIC	NULL	FINALED	photovoltaic	790 DIXON WY	16720001	10/16/2009	10/16/2009	3/1/2010
2009-654361	DEMOLITION	SWIMMING POOL	FINALED	SWP  Demo	636 LEAF CT	16725030	10/20/2009	10/20/2009	1/6/2010
2009-654371	PHOTOVOLTAIC	NULL	FINALED	photovoltaic	1927 COLLEEN DR	31813029	10/20/2009	10/20/2009	11/18/2009
2009-654406	SFD	NULL	CANCELED	SFD-Cancel	789 MANOR WY	18916027	10/27/2009	NULL	NULL
2009-654408	PHOTOVOLTAIC	NULL	FINALED	PV	1940 FALLEN LEAF LN	31823024	10/27/2009	10/27/2009	12/3/2009
2009-654409	PHOTOVOLTAIC	NULL	FINALED	PV	351 RICHELIEU CT	17023025	10/27/2009	10/27/2009	5/14/2010
2009-654437	DEMOLITION	NULL	FINALED	Demo	500 UNIVERSITY AV	17513052	10/30/2009	10/30/2009	11/3/2009
2009-654443	SFD	NULL	FINALED	New SFD	664 JAY ST	17032013	11/2/2009	12/23/2009	8/4/2010
2009-654445	DEMOLITION	NULL	FINALED	Comm Demo	955 FREMONT AV	18915063	11/2/2009	11/2/2009	1/27/2010
2009-654448	PHOTOVOLTAIC	NULL	FINALED	PV	1685 JUAREZ AV	31809020	11/3/2009	11/3/2009	12/3/2009
2009-654449	PHOTOVOLTAIC	NULL	FINALED	PV	1968 ALFORD AV	31815012	11/3/2009	11/3/2009	12/22/2009
2009-654451	PHOTOVOLTAIC	NULL	FINALED	PV	549 LOS NINOS WY	17017046	11/3/2009	11/3/2009	12/7/2009
2009-654466	PHOTOVOLTAIC	NULL	FINALED	photovoltaic	235 GALLI DR	17025015	11/5/2009	11/5/2009	12/4/2009
2009-654483	DEMOLITION	NULL	FINALED	Demo	2065 WOODED GLEN WY	34210013	11/10/2009	11/10/2009	11/20/2009
2009-654487	DEMOLITION	NULL	FINALED	Demo	122 MERRITT CT	17043015	11/10/2009	11/10/2009	11/23/2009
2009-654489	PHOTOVOLTAIC	NULL	FINALED	PV	162 GALLI DR	17025021	11/12/2009	11/12/2009	7/14/2010
2009-654512	PHOTOVOLTAIC	NULL	FINALED	photovoltaic	1220 SANDALWOOD LN	34207068	11/17/2009	11/17/2009	12/18/2009
2009-654513	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	961 THATCHER CT	19326035	11/17/2009	11/17/2009	3/26/2010
2009-654515	PHOTOVOLTAIC	NULL	FINALED	PV	974 ANDOVER WY	34211189	11/17/2009	11/17/2009	12/16/2009
2009-654545	PHOTOVOLTAIC	NULL	FINALED	PV	1512 BEN ROE DR	31810010	11/23/2009	11/23/2009	12/22/2009
2009-654564	DEMOLITION	NULL	ISSUED	Demo	132 HAWTHORNE AV	17041021	11/24/2009	11/24/2009	NULL
2009-654565	SFD	NULL	FINALED	New SFD	350 W UNIVERSITY AV	17513017	11/24/2009	1/12/2010	9/23/2011
2009-654566	PHOTOVOLTAIC	NULL	FINALED	PV	956 MANOR WY	18914099	11/24/2009	11/24/2009	3/3/2010
2009-654579	DEMOLITION	NULL	FINALED	DemoOfficeBuild	960 N SAN ANTONIO RD	16716062	11/30/2009	12/1/2009	4/30/2010
2009-654581	DEMOLITION	NULL	FINALED	Demo	545 CLARK CT	18954028	12/1/2009	12/1/2009	12/7/2009
2009-654584	PHOTOVOLTAIC	NULL	FINALED	PV	744 LOS ALTOS AV	16721012	12/1/2009	12/1/2009	2/2/2010
2009-654587	DEMOLITION	NULL	ISSUED	Garage Demo	1676 KENSINGTON AV	31801020	12/2/2009	12/2/2009	NULL
2009-654591	PHOTOVOLTAIC	NULL	FINALED	PV	1966 COLLEEN DR	31813013	12/2/2009	12/2/2009	12/18/2009
2009-654592	PHOTOVOLTAIC	NULL	FINALED	PV	1635 PINEHURST DR	19703025	12/2/2009	12/2/2009	12/23/2009
2009-654593	SFD	NULL	ISSUED	Pool House	132 HAWTHORNE AV	17041021	12/2/2009	12/2/2009	NULL
2009-654607	DEMOLITION	NULL	ISSUED	Demo	1460 MONTCLAIRE PL	34207041	12/7/2009	12/7/2009	NULL
2009-654611	SFD	NULL	FINALED	New SFD	1052 RAY AV	16712026	12/8/2009	5/24/2010	4/13/2011
2009-654618	DEMOLITION	NULL	FINALED	Demo	839 PARMA WY	18942037	12/8/2009	12/8/2009	12/10/2009
2009-654621	DEMOLITION	NULL	FINALED	Demo	23 PINE LN	16723034	12/9/2009	12/9/2009	12/10/2009
2009-654641	SFD	NULL	FINALED	New SFD	1925 ALFORD AV	31815056	12/11/2009	6/25/2010	7/17/2012
2009-654643	DEMOLITION	NULL	FINALED	Demo 	1521 AWALT CT	19714036	12/11/2009	12/11/2009	12/23/2009
2009-654666	DEMOLITION	NULL	FINALED	Demo	664 JAY ST	17032013	12/16/2009	12/16/2009	12/23/2009
2009-654670	PHOTOVOLTAIC	NULL	FINALED	PV	110 SIOUX LN	17043032	12/17/2009	12/17/2009	1/29/2010
2009-654680	DEMOLITION	NULL	FINALED	Demo	2465 CRISTO REY PL	34206066	12/21/2009	12/21/2009	12/31/2009
2009-654696	SFD	NULL	FINALED	SFD	1343 MCKENZIE AV	19342040	12/31/2009	3/16/2010	2/25/2011
2010-654710	DEMOLITION	NULL	FINALED	Demo	350 W UNIVERSITY AV	17513017	1/5/2010	1/5/2010	1/12/2010
2010-654732	DEMOLITION	NULL	FINALED	Demo	955 LINDA VISTA WY	18912015	1/12/2010	1/12/2010	2/19/2010
2010-654735	PHOTOVOLTAIC	NULL	FINALED	PV	745 CASITA WY	17004018	1/13/2010	1/13/2010	4/19/2010
2010-654739	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	790 SUNSHINE DR	18926023	1/14/2010	1/14/2010	3/5/2010
2010-654742	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic 	267 LOUCKS AV	16713011	1/19/2010	1/19/2010	4/13/2010
2010-654747	DEMOLITION	NULL	FINALED	Demo	787 SUNSHINE DR	18926028	1/19/2010	1/19/2010	3/8/2010
2010-654748	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic 	1850 MIDDLETON AV	31805025	1/20/2010	1/20/2010	2/10/2010
2010-654755	PHOTOVOLTAIC	NULL	FINALED	PV	199 YERBA SANTA AV	16727002	1/22/2010	1/22/2010	3/4/2010
2010-654758	DEMOLITION	NULL	FINALED	Demo-B12	4546 EL CAMINO REAL	16712042	1/22/2010	1/22/2010	2/24/2010
2010-654764	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	955 HAYMAN PL	19327037	1/25/2010	1/25/2010	2/17/2010
2010-654800	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1150 PAYNE DR	19338017	2/2/2010	2/2/2010	2/22/2010
2010-654817	DEMOLITION	NULL	FINALED	Demo	120 S GORDON WY	17026018	2/4/2010	2/4/2010	2/12/2010
2010-654821	PHOTOVOLTAIC	NULL	FINALED	PV System	1827 JUAREZ AV	31811009	2/5/2010	2/5/2010	2/25/2010
2010-654825	DEMOLITION	SWIMMING POOL	ISSUED	Swp Demo-Cancel	178 ALVARADO AV	17015011	2/9/2010	2/9/2010	NULL
2010-654840	PHOTOVOLTAIC	NULL	FINALED	PV	1965 LAVER CT	34207003	2/11/2010	2/23/2010	3/10/2010
2010-654841	PHOTOVOLTAIC	NULL	FINALED	PV	100 W UNIVERSITY AV	17512021	2/11/2010	2/11/2010	3/25/2010
2010-654845	SFD	NULL	FINALED	SFD	68 PINE LN	16728020	2/12/2010	4/15/2010	5/25/2011
2010-654857	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	235 LYELL ST	17027035	2/16/2010	2/16/2010	2/23/2010
2010-654870	SFD	NULL	FINALED	SFD	190 PASA ROBLES AV	16718039	2/18/2010	6/24/2010	5/18/2011
2010-654874	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	618 ORANGE AV	17516021	2/19/2010	2/23/2010	3/31/2010
2010-654875	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	617 HOLLINGSWORTH DR	17020032	2/19/2010	2/23/2010	3/15/2010
2010-654887	DEMOLITION	NULL	FINALED	Demo	1953 CHURTON AV	31815029	2/24/2010	2/24/2010	2/25/2010
2010-654893	DEMOLITION	NULL	ISSUED	Demo	979 FREMONT AV	18915059	2/25/2010	3/1/2010	NULL
2010-654897	DEMOLITION	NULL	FINALED	Demo	205 S CLARK AV	18936061	2/26/2010	2/26/2010	3/12/2010
2010-654901	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	227 SOLANA DR	17021077	2/26/2010	3/4/2010	3/24/2010
2010-654907	DEMOLITION	NULL	FINALED	Demo & TPP	1343 MCKENZIE AV	19342040	3/1/2010	3/1/2010	3/15/2010
2010-654915	PHOTOVOLTAIC	NULL	FINALED	photovoltaic	1379 MONTCLAIRE CT	34209052	3/2/2010	3/2/2010	3/15/2010
2010-654920	PHOTOVOLTAIC	NULL	FINALED	PV	189 ARBUELO WY	17015022	3/3/2010	3/10/2010	3/12/2010
2010-654942	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	500 PINE LN	16744011	3/5/2010	3/5/2010	4/8/2010
2010-654952	PHOTOVOLTAIC	NULL	FINALED	photovoltaic	1408 MARINOVICH WY	19718043	3/8/2010	3/8/2010	5/14/2010
2010-654953	PHOTOVOLTAIC	NULL	FINALED	photovoltaic	1807 JUAREZ AV	31811011	3/8/2010	3/8/2010	4/16/2010
2010-654962	PHOTOVOLTAIC	NULL	FINALED	PV	87 YERBA BUENA AV	16729007	3/11/2010	3/16/2010	4/16/2010
2010-654963	DEMOLITION	NULL	FINALED	Demo	1925 FARNDON AV	31823042	3/11/2010	3/11/2010	4/5/2010
2010-654968	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	945 DAMIAN WY	19326021	3/12/2010	3/12/2010	4/7/2010
2010-654970	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	242 VERANO DR	17021047	3/12/2010	3/22/2010	4/19/2010
2010-654977	SFD	NULL	FINALED	SFD	65 ALVARADO AV	17012035	3/15/2010	5/11/2010	8/10/2011
2010-654978	SFD	NULL	FINALED	SFD	287 ELEANOR AV	17027013	3/15/2010	7/30/2010	11/15/2011
2010-654983	SFD	NULL	FINALED	SFD	237 DEL MONTE AV	16718091	3/16/2010	7/21/2010	4/1/2011
2010-655008	PHOTOVOLTAIC	NULL	FINALED	PV-duplicate	227 SOLANA DR	17021077	3/19/2010	3/22/2010	3/24/2010
2010-655011	DEMOLITION	NULL	FINALED	Demolition	666 MEADOW LN	16725023	3/22/2010	3/22/2010	3/25/2010
2010-655019	DEMOLITION	NULL	FINALED	Demo	1606 CHRISTINA DR	31821031	3/23/2010	3/23/2010	3/23/2010
2010-655031	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	743 SANTA RITA AV	16721002	3/25/2010	3/25/2010	4/9/2010
2010-655045	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	649 HOLLINGSWORTH DR	17020028	3/26/2010	3/26/2010	5/4/2010
2010-655049	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	466 LA PRENDA RD	18949013	3/29/2010	3/29/2010	8/31/2010
2010-655064	DEMOLITION	NULL	FINALED	Demo	987 FREMONT AV	18915056	4/1/2010	4/1/2010	5/17/2010
2010-655068	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1545 WESSEX AV	19715052	4/2/2010	4/2/2010	5/11/2010
2010-655080	DEMOLITION	NULL	FINALED	Demo	68 PINE LN	16728020	4/6/2010	4/6/2010	4/15/2010
2010-655102	DEMOLITION	NULL	FINALED	Demo	626 SPRINGER TR	18936030	4/9/2010	4/9/2010	5/3/2010
2010-655128	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1051 ALEGRE AV	19328016	4/15/2010	4/15/2010	6/1/2010
2010-655142	SFD	NULL	FINALED	SFD	361 SUNKIST LN	17022086	4/20/2010	7/19/2010	5/25/2011
2010-655144	DEMOLITION	NULL	FINALED	Demo	65 ALVARADO AV	17012035	4/20/2010	4/20/2010	5/10/2010
2010-655176	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	126 PASA ROBLES AV	16717006	4/23/2010	4/23/2010	5/11/2010
2010-655177	SFD	NULL	FINALED	SFD	222 HILLVIEW AV	17026027	4/23/2010	6/18/2010	7/1/2011
2010-655178	DEMOLITION	NULL	FINALED	Demo	1052 RAY AV	16712026	4/23/2010	4/23/2010	5/24/2010
2010-655189	DEMOLITION	NULL	FINALED	Res. Demo	222 HILLVIEW AV	17026027	4/27/2010	4/27/2010	5/20/2010
2010-655194	DEMOLITION	NULL	FINALED	Comm. Demo	227 FIRST ST	16739142	4/27/2010	4/27/2010	7/23/2010
2010-655196	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1077 ECHO DR	18946017	4/27/2010	4/27/2010	6/30/2010
2010-655202	SFD	NULL	FINALED	SFD	1501 BEN ROE DR	31809051	4/28/2010	6/10/2010	3/16/2011
2010-655204	DEMOLITION	NULL	FINALED	Demo	433 LA PRENDA RD	18950052	4/29/2010	4/29/2010	5/10/2010
2010-655219	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	590 MILVERTON RD	17514013	4/30/2010	4/30/2010	5/11/2010
2010-655225	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	1395 GRANT CT	19719096	5/3/2010	5/3/2010	6/11/2010
2010-655228	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	916 STAGI CT	33644016	5/4/2010	5/4/2010	5/28/2010
2010-655250	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	852 W UNIVERSITY AV	33603009	5/6/2010	5/6/2010	5/28/2010
2010-655257	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	1438 FREMONT AV	31808006	5/6/2010	5/6/2010	5/18/2010
2010-655260	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1641 PARKHILLS AV	31819011	5/7/2010	5/7/2010	6/16/2010
2010-655269	DEMOLITION	NULL	FINALED	Demo	343 SECOND ST	16740076	5/10/2010	5/10/2010	7/26/2011
2010-655272	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1200 LARNEL PL	34208005	5/11/2010	5/11/2010	5/24/2010
2010-655277	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1625 CANDACE WY	31820011	5/11/2010	5/11/2010	6/3/2010
2010-655278	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	135 CORONADO AV	16729052	5/11/2010	5/11/2010	6/25/2010
2010-655279	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	108 BRIDGTON CT	16731047	5/11/2010	5/11/2010	7/12/2010
2010-655280	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1010 RUNNYMEAD CT	19344030	5/11/2010	5/11/2010	6/18/2010
2010-655291	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	505 SAN FELICIA WY	17016010	5/13/2010	5/13/2010	6/14/2010
2010-655293	DEMOLITION	NULL	FINALED	Demo	1520 TIPTOE LN	19702050	5/13/2010	5/13/2010	5/27/2010
2010-655294	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1257 WOODVIEW TR	34239031	5/13/2010	5/13/2010	1/14/2011
2010-655324	DEMOLITION	NULL	ISSUED	Demo	1530 MEDFORD DR	19702022	5/18/2010	5/18/2010	NULL
2010-655325	SFD	ONE-STORY	ISSUED	SFD	514 PINECREST DR	34203035	5/18/2010	10/7/2010	NULL
2010-655329	SFD	NULL	FINALED	SFD	225 DEL MONTE AV	16718025	5/19/2010	7/21/2010	4/1/2011
2010-655332	DEMOLITION	NULL	ISSUED	Demo	215 N EL MONTE AV	18934007	5/19/2010	5/19/2010	NULL
2010-655336	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1953 CHURTON AV	31815029	5/20/2010	5/20/2010	10/5/2010
2010-655338	SFD	NULL	FINALED	SFD-2010	789 MANOR WY	18916027	5/20/2010	9/10/2010	6/2/2014
2010-655341	DEMOLITION	NULL	FINALED	Demo	921 PARMA WY	18942030	5/21/2010	5/21/2010	5/27/2010
2010-655357	DEMOLITION	NULL	FINALED	Demo	1416 RANCHITA DR	19717057	5/26/2010	5/26/2010	7/20/2010
2010-655365	DEMOLITION	SWIMMING POOL	FINALED	Demo	1205 ARTHUR CT	34208017	5/26/2010	5/26/2010	8/24/2010
2010-655372	SFD	NULL	FINALED	SFD	1009 ECHO DR	18946023	5/27/2010	4/7/2011	10/30/2012
2010-655388	DEMOLITION	NULL	FINALED	Demo	1501 BEN ROE DR	31809051	6/1/2010	6/1/2010	6/9/2010
2010-655389	DEMOLITION	NULL	ISSUED	Demo	1925 ALFORD AV	31815056	6/2/2010	6/2/2010	NULL
2010-655392	DEMOLITION	NULL	FINALED	Demo	1074 EASTWOOD CT	19345028	6/2/2010	6/2/2010	6/14/2010
