Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Supervisorial_Districts_Waterline_data_from_7pkg_wer3,apn,new_units
202009174381,3,additions alterations or repairs,2020-09-17,3618,004A,928,,Guerrero,St,,,convert existing garage into additional dwelling unit per,filed,2020-09-17,2020-09-17,,,,,2.0,2.0,,,,50000.0,,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Mission,94110.0,"(37.75620289152512, -122.42362762193295)",1599046460591,52.0,3.0,5.0,20.0,28859.0,2.0,5.0,7.0,1.0,3618/004A,1.0
202009154231,3,additions alterations or repairs,2020-09-15,0526,015,1458,,Union,St,,,add 4 adu's(3 adu's in the front and 1 adu in the rear of building) at ground floor parking & storage areas within existing envelope per ordinance 162-16.soft story under separate permit #201604144795.,filed,2020-09-15,2020-09-15,,,,,4.0,4.0,,,,150000.0,,apartments,18.0,apartments,22.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Russian Hill,94109.0,"(37.79891693202718, -122.42337127397829)",1598875276947,107.0,4.0,6.0,32.0,28858.0,13.0,1.0,6.0,11.0,0526/015,4.0
202009154231,3,additions alterations or repairs,2020-09-15,0526,015,1460,,Union,St,,,add 4 adu's(3 adu's in the front and 1 adu in the rear of building) at ground floor parking & storage areas within existing envelope per ordinance 162-16.soft story under separate permit #201604144795.,filed,2020-09-15,2020-09-15,,,,,4.0,4.0,,,,150000.0,,apartments,18.0,apartments,22.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Russian Hill,94109.0,"(37.79891693202718, -122.42337127397829)",1598876276948,107.0,4.0,6.0,32.0,28858.0,13.0,1.0,6.0,11.0,0526/015,4.0
202009154231,3,additions alterations or repairs,2020-09-15,0526,015,1462,,Union,St,,,add 4 adu's(3 adu's in the front and 1 adu in the rear of building) at ground floor parking & storage areas within existing envelope per ordinance 162-16.soft story under separate permit #201604144795.,filed,2020-09-15,2020-09-15,,,,,4.0,4.0,,,,150000.0,,apartments,18.0,apartments,22.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Russian Hill,94109.0,"(37.79891693202718, -122.42337127397829)",1598879276949,107.0,4.0,6.0,32.0,28858.0,13.0,1.0,6.0,11.0,0526/015,4.0
202009154231,3,additions alterations or repairs,2020-09-15,0526,015,1464,,Union,St,,,add 4 adu's(3 adu's in the front and 1 adu in the rear of building) at ground floor parking & storage areas within existing envelope per ordinance 162-16.soft story under separate permit #201604144795.,filed,2020-09-15,2020-09-15,,,,,4.0,4.0,,,,150000.0,,apartments,18.0,apartments,22.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Russian Hill,94109.0,"(37.79891693202718, -122.42337127397829)",1598880276950,107.0,4.0,6.0,32.0,28858.0,13.0,1.0,6.0,11.0,0526/015,4.0
202009154237,3,additions alterations or repairs,2020-09-15,0830,008,428,,Oak,St,,,"adding three(3) units on basement level per ordinance 162-16.convert existing storage into new dwelling units within (e) envelope.four new bedrroms,three new bathrooms, three new dishwashes, three new washer/dryers.new rear yard facing windows.",filed,2020-09-15,2020-09-15,,,,,3.0,3.0,,,,300000.0,,apartments,6.0,apartments,9.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Hayes Valley,94102.0,"(37.774788020936775, -122.42648711230571)",159888582551,22.0,4.0,11.0,9.0,28852.0,7.0,11.0,6.0,10.0,0830/008,3.0
202009164260,3,additions alterations or repairs,2020-09-16,1259,029,845,,Waller,St,,,"addition of three (3) accessory dwelling units (adus) per ordinance 162-16, to an existing five (5) unit building for a total of eight (8) units in conjunction with a seismic retrofit per ordinance 95-17. conversion of the east garage space at ground level into two stories, creating a new basement",filed,2020-09-16,2020-09-16,,,,,3.0,4.0,,,,224700.0,,apartments,5.0,apartments,8.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Haight Ashbury,94117.0,"(37.77012005066104, -122.4375413218838)",1598910241203,112.0,7.0,5.0,3.0,29492.0,15.0,5.0,8.0,1.0,1259/029,3.0
201412103468,3,additions alterations or repairs,2014-12-10,6987,041,845,,Holloway,Av,0.0,,addition of 1 unit on an (e) 2-story mixed used project which already has 3 apartment units over retail.,issued,2016-10-20,2014-12-10,2016-10-20,,2020-01-24,Y,2.0,2.0,,,2019-10-05,65000.0,170000.0,apartments,3.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,11.0,Oceanview/Merced/Ingleside,94112.0,"(37.72167881965513, -122.46199249467864)",1364815409549,64.0,10.0,1.0,24.0,28861.0,9.0,6.0,5.0,8.0,6987/041,1.0
202009164298,3,additions alterations or repairs,2020-09-16,2193,022D,2146,,25th,Av,,,"additional of dwelling units(adu) at 1st floor per ordinance 162-16/planning code section 207(c)(4) and 307(1). newunit included bedrooms, bathroom and kitchen, 2146 a-interior remodel for both floors-rear 2-story horizontal addition for new bedrooms and bathrooms-new 1-level wd stair",filed,2020-09-16,2020-09-16,,,,,2.0,2.0,,,,200000.0,,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,4.0,Sunset/Parkside,94116.0,"(37.74748044708178, -122.4821238516289)",1598950129494,40.0,10.0,7.0,35.0,29491.0,1.0,3.0,5.0,4.0,2193/022D,1.0
202009164300,3,additions alterations or repairs,2020-09-16,0664,007,1700,,Bush,St,,,add four accessory dwelling units (3 1-bedrooms and 1 studio) to the ground level of the building per ordinance no. 162-16.,filed,2020-09-16,2020-09-16,,,,,4.0,4.0,,,,285000.0,,apartments,15.0,apartments,19.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Pacific Heights,94109.0,"(37.78816524112883, -122.42556797626271)",159895178249,100.0,4.0,11.0,30.0,28858.0,13.0,11.0,6.0,10.0,0664/007,4.0
202009164317,3,additions alterations or repairs,2020-09-16,6663,013,156,,Fairmount,St,,,"work only at front building. no work at rear building (single family dwelling)1- per s.f. ordinance #162-16: at 1st floor, convert existing storage space into one new accessory dwelling unit, 2- a.d.u. includes infill under habitable space, infill less than 10 ft. above grade.",filed,2020-09-16,2020-09-16,,,,,3.0,3.0,,,,80000.0,,1 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Glen Park,94131.0,"(37.73913867318215, -122.42672643761733)",1598971210337,59.0,9.0,5.0,10.0,63.0,2.0,5.0,4.0,1.0,6663/013,1.0
202009164317,3,additions alterations or repairs,2020-09-16,6663,013,158,,Fairmount,St,,,"work only at front building. no work at rear building (single family dwelling)1- per s.f. ordinance #162-16: at 1st floor, convert existing storage space into one new accessory dwelling unit, 2- a.d.u. includes infill under habitable space, infill less than 10 ft. above grade.",filed,2020-09-16,2020-09-16,,,,,3.0,3.0,,,,80000.0,,1 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Glen Park,94131.0,"(37.73913867318215, -122.42672643761733)",1598972364636,59.0,9.0,5.0,10.0,63.0,2.0,5.0,4.0,1.0,6663/013,1.0
201412083289,3,additions alterations or repairs,2014-12-08,3590,026,2265,,Mission,St,0.0,,legalize existing studio residential unit. unit legalization per ordinance 43-14.,issued,2015-06-30,2014-12-08,2015-06-30,,,,4.0,4.0,,,2016-06-24,45000.0,45000.0,apartments,16.0,apartments,17.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.76079618355755, -122.41890413367099)",1364589398505,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,3590/026,1.0
201412083220,3,additions alterations or repairs,2014-12-08,0280,009,940,,Sutter,St,0.0,,"on 1st floor - change of occupancy - renovate former restaurant(a2) into 6 new hotel rooms (r1), renovate existing bar into service area & re-open courtyard previously enclosed for restaurant use. mep under seperate permit. n/a ordinance #155-13",complete,2017-06-01,2014-12-08,2015-10-19,2017-06-01,,,8.0,8.0,,,2018-10-03,400000.0,580000.0,tourist hotel/motel,104.0,tourist hotel/motel,110.0,2.0,,3.0,constr type 3,3.0,constr type 3,,3.0,Nob Hill,94109.0,"(37.78857633028792, -122.41592832997023)",1364517477782,50.0,6.0,3.0,21.0,28858.0,13.0,10.0,1.0,2.0,0280/009,6.0
201412053181,3,additions alterations or repairs,2014-12-05,4591C,218,51,,Innes,Ct,,,"altered site to original #201309277932s,  add additional one story and unit number change from 28 units to 36 units. this alter site is w/ original site permit #201309277932s. approved. wf",complete,2018-11-13,2014-12-05,2015-06-29,2018-11-13,2015-07-10,Y,,4.0,,,2018-06-13,2000000.0,2000000.0,,,apartments,36.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.727053079076825, -122.3677231783998)",1364475493671,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/218,36.0
201412053178,3,additions alterations or repairs,2014-12-05,5673,003,322,,Coleridge,St,,,legalize illegal unit at garage level per ordinance 43-14.,complete,2016-10-17,2014-12-05,2015-06-29,2016-10-17,,,3.0,3.0,,,2016-06-23,10000.0,40000.0,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94110.0,"(37.741581622275106, -122.42134386530645)",1364465453779,83.0,9.0,2.0,2.0,28859.0,2.0,7.0,4.0,7.0,5673/003,1.0
201412053178,3,additions alterations or repairs,2014-12-05,5673,003,320,,Coleridge,St,,,legalize illegal unit at garage level per ordinance 43-14.,complete,2016-10-17,2014-12-05,2015-06-29,2016-10-17,,,3.0,3.0,,,2016-06-23,10000.0,40000.0,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94110.0,"(37.741581622275106, -122.42134386530645)",1364464186542,83.0,9.0,2.0,2.0,28859.0,2.0,7.0,4.0,7.0,5673/003,1.0
201412053170,3,additions alterations or repairs,2014-12-05,4591C,221,10,,Kennedy,Pl,,,addition floor added to the building taking unit count from 21 to 29. additional parking was added. altered site permit to orig#201309277934.,complete,2018-11-13,2014-12-05,2015-12-07,2018-11-13,2016-12-07,,2.0,4.0,,,2021-11-05,1500000.0,7000000.0,apartments,21.0,apartments,29.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72817237698413, -122.36765883535513)",1364458493649,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/221,8.0
201412053180,3,additions alterations or repairs,2014-12-05,4591C,219,52,,Innes,Ct,,,"altered site to original #201309277933s,  add additional one story and unit number change from 28 units to 36 units.",complete,2018-10-29,2014-12-05,2015-06-29,2018-10-29,2015-07-22,Y,,4.0,,,2021-05-28,2000000.0,2700000.0,,,apartments,36.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.727568950175076, -122.36725851045021)",1364473493646,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/219,36.0
201905029552,3,additions alterations or repairs,2019-05-02,6968,031,157,,Bertita,St,,,legalization per ordinance# 43-14. unit to be legalize is 1 bedroom & 1 bathroom. note: nov 201884841 under pa #2019-0815-8894.  ** maher: n/a **,filed,2019-05-02,2019-05-02,,,,,2.0,2.0,,,,27000.0,,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Outer Mission,94112.0,"(37.718665619457106, -122.44005970502539)",1550766215604,80.0,9.0,1.0,28.0,28861.0,9.0,6.0,4.0,8.0,6968/031,1.0
201806262998,3,additions alterations or repairs,2018-06-26,0524,015A,1380,,Filbert,St,,,addition of 3 adu studio apartments under adu program  located in existing basement. no work in existing units. ordinance #162-16,filed,2018-06-26,2018-06-26,,,,,3.0,3.0,,,,400000.0,600000.0,apartments,9.0,apartments,12.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Russian Hill,94109.0,"(37.79995159093797, -122.42215915569892)",1513477234932,107.0,4.0,6.0,32.0,28858.0,13.0,1.0,6.0,11.0,0524/015A,3.0
202008081395,3,additions alterations or repairs,2020-08-08,0933,005,3035,,Baker,St,,,the scope of work is to add 3 adu's to level 1 per ordinance 162-16,filed,2020-08-08,2020-08-08,,,,,4.0,4.0,,,,300000.0,,apartments,12.0,apartments,15.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.799048834018286, -122.44640739912927)",159571284586,14.0,4.0,6.0,13.0,57.0,13.0,1.0,6.0,11.0,0933/005,3.0
202008081399,3,additions alterations or repairs,2020-08-08,3590,056,355,,Capp,St,,,"per ordinance 162-16 -convert (e) garage and storagespace to one new adu. new unit within existing buildingfootprint. new units included bedrooms, bathroom, and kitchen",filed,2020-08-08,2020-08-08,,,,,3.0,3.0,,,,50000.0,,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.76102382545747, -122.41787072787169)",1595719160618,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,3590/056,1.0
202008081404,3,additions alterations or repairs,2020-08-08,0145,016,75,,Fresno,St,0.0,,"adding one new accessory dwelling unit(adu) per ordinance no.162.6. convert (e) storage space to new unit with kitchen, bedrooms and bathrooms",filed,2020-08-08,2020-08-08,,,,,3.0,3.0,,,,50000.0,,residential hotel,19.0,residential hotel,20.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,North Beach,94133.0,"(37.7984288796518, -122.40678296489968)",1595724294692,106.0,6.0,3.0,23.0,308.0,3.0,10.0,1.0,2.0,0145/016,1.0
201504305084,3,additions alterations or repairs,2015-04-30,1864,001N,1518,,19th,Av,,,unit legalization ordinance 43-14. new gfci outlet at ground floor kitchen counter.new utilities door. new t/r outlet at ground floor bedroom. & legalized ground floor to comply with code enforcemtn#200561177.,filed,2015-04-30,2015-04-30,,,,,3.0,3.0,,,,2960.0,,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94122.0,"(37.75943502533161, -122.4764567204021)",1380007117793,44.0,10.0,8.0,14.0,56.0,1.0,4.0,5.0,5.0,1864/001N,1.0
201504305082,3,additions alterations or repairs,2015-04-30,1867,036,1526,,22nd,Av,,,"unit legalization ordinance 43-14. new 20 min fire door, new gfci outlet at ground floor kitchen counter. legalized 2nd family dwelling. provide second existing for second floor.",complete,2018-12-18,2015-04-30,2018-10-09,2018-12-18,,Y,2.0,2.0,,,2019-10-04,1775.0,23000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.75914994407348, -122.47970869365334)",1380002117951,39.0,10.0,7.0,35.0,56.0,1.0,3.0,5.0,4.0,1867/036,1.0
202008081406,3,additions alterations or repairs,2020-08-08,5956,035,135,,Madrid,St,,,"convert existing ground floor living space to dwelling unit per ord# 43-14, existing space has been legalized from city permit 201002015698",filed,2020-08-08,2020-08-08,,,,,2.0,2.0,,,,5000.0,,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Excelsior,94112.0,"(37.72714548065743, -122.42828728313668)",1595727192386,90.0,9.0,1.0,7.0,28861.0,9.0,6.0,4.0,8.0,5956/035,1.0
201504305019,3,additions alterations or repairs,2015-04-30,1547,004,515,,04th,Av,,,legalization of (e)  unauthorized dwelling unit by add oe kitchen.  (unit legalization ordinance 43-14,filed,2015-04-30,2015-04-30,,,,,3.0,3.0,,,,6000.0,16000.0,2 family dwelling,2.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Inner Richmond,94118.0,"(37.77883373833973, -122.46226257278688)",1379902103778,5.0,8.0,4.0,11.0,54.0,11.0,2.0,9.0,9.0,1547/004,1.0
201812269183,3,additions alterations or repairs,2018-12-26,2123A,015A,784,,Pacheco,St,,,adu ordinance #95-17. ref #201708225520. this is for adu portion of another permit appln. the complet project is an upper level addition to the (e) flat; permit icludes an adu addition @ the rear of the garage (entry level) & the lower level,filed,2018-12-26,2018-12-26,,,,,3.0,3.0,,,,1.0,,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94116.0,"(37.75280281218797, -122.46874007553166)",1536269126705,44.0,10.0,8.0,14.0,56.0,1.0,4.0,5.0,5.0,2123A/015A,1.0
201504294945,3,additions alterations or repairs,2015-04-29,3731,019,1044,,Folsom,St,,,revision to pa 2014 0813 3749 - add 3 rooms for total 51 rooms. to comply with nov 201412112. for total 13 tourist rooms & 3 residential rooms.  maher na,complete,2019-02-13,2015-04-29,2019-01-14,2019-02-13,2019-01-31,,3.0,3.0,,,2020-01-09,10000.0,10000.0,residential hotel,48.0,residential hotel,51.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,6.0,South of Market,94103.0,"(37.77795606765557, -122.4067062749219)",1379796270436,32.0,1.0,10.0,34.0,28853.0,14.0,9.0,2.0,3.0,3731/019,3.0
201504294945,3,additions alterations or repairs,2015-04-29,3731,019,1042,,Folsom,St,,,revision to pa 2014 0813 3749 - add 3 rooms for total 51 rooms. to comply with nov 201412112. for total 13 tourist rooms & 3 residential rooms.  maher na,complete,2019-02-13,2015-04-29,2019-01-14,2019-02-13,2019-01-31,,3.0,3.0,,,2020-01-09,10000.0,10000.0,residential hotel,48.0,residential hotel,51.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,6.0,South of Market,94103.0,"(37.77795606765557, -122.4067062749219)",1379795270435,32.0,1.0,10.0,34.0,28853.0,14.0,9.0,2.0,3.0,3731/019,3.0
201504294945,3,additions alterations or repairs,2015-04-29,3731,019,1040,,Folsom,St,,,revision to pa 2014 0813 3749 - add 3 rooms for total 51 rooms. to comply with nov 201412112. for total 13 tourist rooms & 3 residential rooms.  maher na,complete,2019-02-13,2015-04-29,2019-01-14,2019-02-13,2019-01-31,,3.0,3.0,,,2020-01-09,10000.0,10000.0,residential hotel,48.0,residential hotel,51.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,6.0,South of Market,94103.0,"(37.77795606765557, -122.4067062749219)",1379794165347,32.0,1.0,10.0,34.0,28853.0,14.0,9.0,2.0,3.0,3731/019,3.0
201504284774,3,additions alterations or repairs,2015-04-28,5081,002,224,,Nueva,Av,,,"legalize in-law unit at 1st floor per ordinance 43-14. new 1 bedroom, new 1 bath, new 1 kitchen.",withdrawn,2015-07-15,2015-04-28,,,,,2.0,2.0,,,,7000.0,,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Bayview Hunters Point,94134.0,"(37.71088558793534, -122.39775076155482)",1379556177766,89.0,2.0,9.0,1.0,309.0,10.0,8.0,3.0,6.0,5081/002,1.0
202007099897,3,additions alterations or repairs,2020-07-09,4153,008,1056,,Potrero,Av,,,alter site: revise unit count and configuration as approved under bpa # 201612165168. create 3 dwelling units and 6 adu's within previously approved building envelope. previous permit had 4 dwelling units and 1 adu. additionally reference bpa #202005047290 (ab-094 for unlimited adu),filed,2020-07-09,2020-07-09,,,,,3.0,5.0,,,,1.0,250000.0,1 family dwelling,1.0,apartments,9.0,2.0,,5.0,wood frame (5),3.0,constr type 3,Y,9.0,Potrero Hill,94110.0,"(37.755199321796674, -122.40689033894229)",1593544171420,53.0,3.0,2.0,20.0,28859.0,10.0,7.0,7.0,7.0,4153/008,8.0
201504244599,3,additions alterations or repairs,2015-04-24,6020,033A,618,,Excelsior,Av,,,legalize inlaw (e) bath rm and (e) kitchen  unit legalization per ordinance 43-14,issued,2015-07-24,2015-04-24,2015-07-24,,,,2.0,2.0,,,2016-07-18,6000.0,20000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Excelsior,94112.0,"(37.72362961293258, -122.42860835780613)",1379322194328,90.0,9.0,1.0,7.0,28861.0,9.0,6.0,4.0,8.0,6020/033A,1.0
202008081415,3,additions alterations or repairs,2020-08-08,0776,015,936,,Scott,St,,,"adding (2) units @ groug flr per ord# 162-16. convert (e) garage into new  units within (e) envelope. four new bedrooms, three new bathrms, two new dishwashers, four new washer/dryers. new windows facing the street.sprinkler work per nfpa and fire alaram work under nfpa 72 under separate permit.",filed,2020-08-08,2020-08-08,,,,,4.0,4.0,,,,200000.0,,apartments,6.0,apartments,8.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Western Addition,94115.0,"(37.778537993594156, -122.43650496692977)",1595740236981,97.0,4.0,11.0,39.0,29490.0,15.0,11.0,8.0,10.0,0776/015,2.0
202007109964,3,additions alterations or repairs,2020-07-10,3502,108,100,,Duboce,Av,,,"altered site permit revision to pa #201408053094s, ncrease unit count fr 28 to 29 unts, eliminate basement, garage parking, relocate to g/f, revise to unit layout, stair, roofdeck & ext facde essign, add addresses 100 duboce(residential lobby), 196 valencia st (comm space).",issued,2020-12-23,2020-07-10,2020-12-23,,,,,5.0,,,2021-04-23,1.0,1.0,,,apartments,29.0,2.0,,,,5.0,wood frame (5),Y,8.0,Mission,94103.0,"(37.770096284858695, -122.42268628570866)",1593626517011,32.0,1.0,5.0,20.0,28853.0,8.0,5.0,2.0,1.0,3502/108,29.0
201807265589,3,additions alterations or repairs,2018-07-26,0050,020,649,,Francisco,St,,,comply w/ bid nov#2018-61363. legalize one dwelling unit on 3rd floor in existing three story building. remove rear stairs and construct railing. **maher n/a**,complete,2020-02-12,2018-07-26,2019-05-07,2020-02-12,2019-08-07,Y,3.0,3.0,,,2020-05-01,21000.0,40000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,3.0,Russian Hill,94133.0,"(37.80418168781597, -122.41610943421279)",1551320514616,107.0,6.0,3.0,32.0,308.0,5.0,10.0,1.0,2.0,0050/020,1.0
202008081391,3,additions alterations or repairs,2020-08-08,2024,042,1730,,26th,Av,,,add an adu (758 s.f.) in 1st floor per ordinance no. 162-62. add 285 s.f. landscape/permeable paver area in front yard.,filed,2020-08-08,2020-08-08,,,,,2.0,2.0,,,,60000.0,60000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.75517207682211, -122.48373280986486)",1595709122383,39.0,10.0,7.0,35.0,56.0,1.0,3.0,5.0,4.0,2024/042,1.0
201408073330,3,additions alterations or repairs,2014-08-07,1901,012,1657,,42nd,Av,,,legalize ground floor area as 2nd unit  w/kitchen. remove stairs & add hallway per plan. unit legalization ordinance #43-14.,complete,2015-11-12,2014-08-07,2015-06-04,2015-11-12,,,2.0,2.0,,,2016-05-29,2000.0,25000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.75576755215499, -122.50162856062092)",1384037504162,39.0,10.0,7.0,35.0,56.0,1.0,3.0,5.0,4.0,1901/012,1.0
201812279247,3,additions alterations or repairs,2018-12-27,2936A,028,68,,Rockwood,Ct,,,to comply with nov #201857591. to legalize existing unauthorized dwelling unit on the lower floor. plant (1) new tree in front setback. rescape front set to include permeable and landscape surfaces. there is no change to the extg structural (ord 43-14),issued,2019-06-25,2018-12-27,2019-06-25,,,,3.0,3.0,,,2022-06-09,25000.0,105000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.743248969697305, -122.45773117480914)",1536363147537,49.0,10.0,8.0,41.0,59.0,1.0,4.0,5.0,5.0,2936A/028,1.0
202008061263,3,additions alterations or repairs,2020-08-06,0941,024,2844,,Lyon,St,,,"add six (6) units per ord# 162-16. convert (e) garage & crawl space into new dwelling units within (e) envelope. eight (8) news bathrooms, six (6) new dishwashers, six (6) new washer/dryers.seismic retrofit unde pa #202002144579.",filed,2020-08-06,2020-08-06,,,,,4.0,4.0,,,,200000.0,,apartments,12.0,apartments,18.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.79729607857321, -122.44680031557762)",1595521238307,14.0,4.0,6.0,13.0,57.0,13.0,1.0,6.0,11.0,0941/024,6.0
202008061265,3,additions alterations or repairs,2020-08-06,0693,026,1025,,Post,St,,,the scope of work is to add three new accessory dwelling units to the ground level per ordinance no. 162-16 pending approval of variance no. #2019-022617var.,filed,2020-08-06,2020-08-06,,,,,5.0,5.0,,,,220000.0,,apartments,27.0,apartments,30.0,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,Tenderloin,94109.0,"(37.78671810249979, -122.41870655338649)",15955242236,50.0,4.0,10.0,36.0,28858.0,13.0,9.0,6.0,3.0,0693/026,3.0
201901079741,3,additions alterations or repairs,2019-01-07,4039,032,328,,Pennsylvania,Av,0.0,,addition of two adus to an (e) 8 unit bldg fo a total of 10 units within (e) envelope per ord 162-16,complete,2020-11-05,2019-01-07,2019-09-09,2020-11-05,,,3.0,3.0,,,2020-09-09,136100.0,150000.0,apartments,8.0,apartments,10.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Potrero Hill,94107.0,"(37.76208289914608, -122.39387687484353)",1537084405696,54.0,2.0,9.0,26.0,28856.0,10.0,8.0,3.0,6.0,4039/032,2.0
201506037942,3,additions alterations or repairs,2015-06-03,2184,034,2142,,34th,Av,,,"legalize (e) 2 bedrooms at lower floor with kitchen, two full baths.under san francisco program of ""legalization of dwelling unit installed without permit ""ordinance no. 43-14"". add new deck and stair at rear.",issued,2016-02-24,2015-06-03,2016-02-24,,,Y,2.0,2.0,,,2019-02-08,50000.0,111423.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.74712311461691, -122.49176967224619)",1383789129028,40.0,10.0,7.0,35.0,29491.0,1.0,3.0,5.0,4.0,2184/034,1.0
201506037961,3,additions alterations or repairs,2015-06-03,3747,320,399,,Fremont,St,,,"chg dwelling unit fr 452 to 447, project approved by s.f planning commision on march 16,2006 pursuant to planning commission motion no. 1726s. the gross floor are (gfa) of the projectors not included in the original permit materials the gfa of the project as measured pursuant to",complete,2017-02-01,2015-06-03,2015-08-19,2017-02-01,,,0.0,42.0,,,2016-08-13,1.0,1.0,vacant lot,0.0,apartments,447.0,0.0,,,,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.78732265408979, -122.39222407572538)",1383811491598,30.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3747/320,447.0
